カテゴリ,難易度,問題文,選択肢１,選択肢２,選択肢３,選択肢４,正解番号,解説,関連交通ルール
กฎพื้นฐาน,ซูพีเรียร์,"คําอธิบายที่เหมาะสมที่สุดสําหรับเงื่อนไขที่เข้าข่ายเป็น ""จักรยานมาตรฐาน"" ภายใต้พระราชบัญญัติจราจรทางบกคืออะไร?",จักรยานที่ใช้เครื่องยนต์ที่วิ่งบนยานยนต์เพียงอย่างเดียว,จักรยานยนต์ทุกคันก็เป็นมาตรฐานโดยไม่คํานึงถึงขนาด,จักรยานที่มีขนาดตัวถังและโครงสร้างได้มาตรฐานและไม่ได้ลากจูงรถอื่น,จักรยานทุกคันที่มีสามล้อขึ้นไปเป็นจักรยานมาตรฐาน,3,จักรยานธรรมดาหมายถึงจักรยานที่มีขนาดและโครงสร้างของร่างกายเป็นไปตามมาตรฐานที่กําหนดโดยข้อบัญญัติของสํานักงานคณะรัฐมนตรีและไม่ได้ลากจูงยานพาหนะอื่น,กฎห้าข้อสําหรับการใช้จักรยานอย่างปลอดภัย | สํานักงานตํารวจแห่งชาติ พระราชบัญญัติจราจรทางบก มาตรา 2 มาตรา 63-3 ระเบียบการบังคับใช้มาตรา 9-2
สัญญาณ,ซูพีเรียร์,คําอธิบายใดที่เหมาะสมที่สุดเกี่ยวกับสัญญาณไฟจราจรที่จักรยานควรสังเกต,ปฏิบัติตามสัญญาณคนเดินเท้าเท่านั้น,จักรยานไม่อยู่ภายใต้ข้อจํากัดด้านการจราจร,ปฏิบัติตามสัญญาณไฟจราจรที่คุณเผชิญตามวิธีที่คุณเดินทาง,ปฏิบัติตามสัญญาณรถเท่านั้น,3,ตามคําอธิบายของสํานักงานตํารวจแห่งชาติ ขอแนะนําให้ปฏิบัติตามสัญญาณที่กําลังจะมาถึง เช่น การปฏิบัติตามสัญญาณรถเมื่อเดินทางบนถนน และสัญญาณคนเดินเท้าเมื่อข้ามทางเท้า ขึ้นอยู่กับสถานการณ์,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ สํานักงานตํารวจแห่งชาติ: กฎจราจรจักรยาน: ปฏิบัติตามสัญญาณไฟจราจรทางด้านซ้ายและสัญญาณไฟจราจรที่กําลังจะมาถึง
ระบบตั๋วสีเขียว,ซูพีเรียร์,ข้อความใดต่อไปนี้ถูกต้องสําหรับการไม่จ่ายค่าปรับด้วยตั๋วจักรยานสีน้ําเงิน,ระบบจะเพิ่มเฉพาะคะแนนใบอนุญาตเท่านั้น,รับประกันการจับกุมทันที,ปิดใช้งานโดยอัตโนมัติ,หากยังไม่ชําระเงินหลังจากเสร็จสิ้นขั้นตอนที่ศูนย์แจ้งเตือนแล้ว อาจดําเนินการตามคดีอาญาได้,4,หากคุณไม่ชําระเงินเบื้องต้น คุณจะต้องดําเนินการตามขั้นตอนที่ศูนย์แจ้งเตือน และหากคุณไม่ชําระเงินเพิ่มเติม อาจเข้าสู่กระบวนการทางอาญา,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ สํานักงานตํารวจแห่งชาติ Bicycle Portal Site ขั้นตอนสําหรับค่าธรรมเนียมที่ค้างชําระ
กฎพื้นฐาน,ซูพีเรียร์,"วิธีที่เหมาะสมที่สุดสําหรับจักรยานที่จะผ่านจักรยานและคนเดินเท้าที่มีป้ายว่า ""จักรยานและคนเดินเท้าเท่านั้น"" คืออะไร?",จักรยานมีความสําคัญเหนือคนเดินถนน ดังนั้นจึงไม่มีการจํากัดความเร็วและคุณสามารถเดินทางได้,ไม่มีข้อบังคับภายใต้พระราชบัญญัติจราจรทางบก และสามารถเข้าถึงได้อย่างอิสระ,คุณต้องลงจากจักรยานและผลักขณะเดินเสมอ,เดินทางด้วยความเร็วและในลักษณะที่ไม่กีดขวางทางเดินเท้า,4,อนุญาตให้ใช้จักรยานบนเส้นทางจักรยาน แต่ต้องขับด้วยความเร็วและในลักษณะที่ไม่กีดขวางคนเดินเท้า,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบกมาตรา 2 และ 63-4
การกระทําที่เป็นอันตราย,ซูพีเรียร์,ข้อใดต่อไปนี้เป็นคําอธิบายที่ถูกต้องเกี่ยวกับการเมาแล้วขับบนจักรยานตามมาตรา 65 ของพระราชบัญญัติจราจรทางบก,ห้ามขับขี่ยานพาหนะ (รวมถึงจักรยาน) ขณะมึนเมา,เฉพาะผู้ที่ให้เครื่องดื่มแอลกอฮอล์เท่านั้นที่ต้องถูกลงโทษผู้ขับขี่จะไม่ถูกลงโทษ,แม้ว่าคุณจะอยู่ภายใต้อิทธิพลของแอลกอฮอล์ ตราบใดที่คุณไม่เซ ก็ไม่เป็นไร,จักรยานไม่ใช่ยานพาหนะและไม่อยู่ภายใต้ข้อบังคับการขับขี่ขณะเมาแล้วขับ,1,มาตรา 65 ของพระราชบัญญัติจราจรทางบกห้ามมิให้ขับขี่ยานพาหนะภายใต้อิทธิพลของแอลกอฮอล์ และจักรยานรวมอยู่ในหมวดหมู่นี้,กฎห้าข้อสําหรับการใช้จักรยานอย่างปลอดภัย | สํานักงานตํารวจแห่งชาติ พระราชบัญญัติจราจรทางบก มาตรา 65
กฎพื้นฐาน,ซูพีเรียร์,วิธีใดที่เหมาะสมที่สุดสําหรับจักรยานในการเดินทางบนเส้นทางจักรยานและคนเดินเท้าที่มีป้ายสําหรับจักรยานและคนเดินเท้าโดยเฉพาะ,คุณต้องลงจากจักรยานและผลักขณะเดินเสมอ,ไม่มีข้อจํากัดภายใต้พระราชบัญญัติจราจรทางบก และการจราจรสามารถเข้าถึงได้อย่างอิสระ,จักรยานมีความสําคัญเหนือคนเดินถนน คุณจึงสามารถเดินทางได้โดยไม่มีข้อจํากัดด้านความเร็ว,เดินทางด้วยความเร็วและในลักษณะที่ไม่กีดขวางทางเดินเท้า,4,อนุญาตให้ใช้จักรยานบนเส้นทางจักรยานและคนเดินเท้า แต่ต้องขับด้วยความเร็วและในลักษณะที่ไม่กีดขวางทางเดินเท้า,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบกมาตรา 2 และ 63-4
ผ่านไปด้านข้าง,ซูพีเรียร์,ข้อใดต่อไปนี้เป็นการรักษาที่ถูกต้องเกี่ยวกับกฎการผ่านแบบขนานเกี่ยวกับ 'ประมาณ 1 เมตร' และ 'ประมาณ 20~30 กม./ชม.',มาตรฐานที่ใช้กับจักรยานเท่านั้น,มาตรฐานสําหรับทางด่วนพิเศษ,มาตรฐานสัมบูรณ์ที่ระบุไว้อย่างชัดเจนว่าเป็นที่ดินคงที่ในกฎหมาย,นี่เป็นเพียงแนวทางและจะตัดสินตามสถานการณ์เฉพาะ,4,ตามเอกสารของสํานักงานตํารวจแห่งชาติระยะทางประมาณ 1 เมตรหรือ 20~30 กม./ชม. เป็นเพียงค่าโดยประมาณเท่านั้น และควรตัดสินตามสภาพถนนและการจราจร,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ เอกสารอธิบายทางเดินด้านข้างของสํานักงานตํารวจแห่งชาติ: แนวทางสําหรับวิธีการเดิน
การกระทําที่เป็นอันตราย,ซูพีเรียร์,ตามมาตรา 63-9 ของพระราชบัญญัติจราจรทางบกและมาตรา 9-3 ของข้อบังคับการบังคับใช้ ข้อใดต่อไปนี้เป็นมาตรฐานที่เหมาะสมเกี่ยวกับอุปกรณ์เบรกจักรยาน,สําหรับจักรยานแข่งขันไม่จําเป็นต้องใช้เบรกแม้กระทั่งการเคลื่อนไหว,ตราบใดที่คุณสามารถเบรกได้ทั้งล้อหน้าหรือล้อหลังก็ดี,ต้องมีความสามารถในการเบรกทั้งล้อหน้าและล้อหลังและหยุดได้อย่างราบรื่นภายในระยะทางที่กําหนด,หากคุณหยุดด้วยการถูพื้นด้วยเท้า คุณก็ไม่จําเป็นต้องเบรก,3,จักรยานมีอุปกรณ์ที่สามารถเบรกได้ทั้งล้อหน้าและล้อหลัง และต้องมีความสามารถในการหยุดได้อย่างราบรื่นภายในระยะทางที่กําหนด,กฎห้าข้อสําหรับการใช้จักรยานอย่างปลอดภัย | สํานักงานตํารวจแห่งชาติ พระราชบัญญัติจราจรทางบกมาตรา 63-9 และข้อบังคับการบังคับใช้มาตรา 9-3
หมวกกันน็อค,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นการจําแนกประเภททางกฎหมายที่ถูกต้องสําหรับหมวกกันน็อคจักรยาน,จําเป็นต้องสวมใส่สิ่งของที่ไม่ได้ใช้มีสิทธิ์ได้รับตั๋วสีน้ําเงิน,เป็นความสมัครใจและไม่ได้กล่าวถึงทางกฎหมายเลย,เป็นภาระผูกพันที่จะต้องพยายาม และไม่มีประเภทบทลงโทษสําหรับการไม่ใช้บทลงโทษเอง,การระงับใบอนุญาตหากไม่สวมใส่,3,หมวกกันน็อคจักรยานเป็นภาระผูกพันที่ต้องใช้ความพยายาม ไม่มีประเภทบทลงโทษสําหรับการละเมิดเพียงเพราะไม่สวมใส่สิ่งของเท่านั้น,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล พระราชบัญญัติจราจรทางบก มาตรา 63-11
จักรยานยนต์ขนาดเล็กที่ระบุ,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นการจํากัดอายุที่ถูกต้องสําหรับจักรยานที่มีพฤติกรรมเล็กๆ ที่ระบุไว้,อายุ 15 ปีขึ้นไป,อายุ 13 ปีขึ้นไป,ไม่มีการจํากัดอายุ,ห้ามเด็กอายุต่ํากว่า 16 ปี,4,จักรยานขนาดเล็กที่ระบุไม่จําเป็นต้องมีใบอนุญาต แต่ห้ามขับขี่ที่มีอายุต่ํากว่า 16 ปี,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กฎจราจรของกรมตํารวจนครบาลและการจํากัดอายุสําหรับจักรยานขนาดเล็กที่ระบุ
กฎพื้นฐาน,ซูพีเรียร์,ข้อใดต่อไปนี้น่าจะเป็นไปตามมาตรฐานทั้งหมดสําหรับจักรยานมาตรฐานภายใต้ข้อบังคับการบังคับใช้มากที่สุด,ยาว 180 ซม. กว้าง 65 ซม. ห้ามรถจักรยานยนต์ ไม่มีรถข้าง มีแต่ที่นั่งคนขับและเด็กทารก,ยาว 185 ซม. กว้าง 55 ซม. ห้ามใช้รถจักรยานยนต์หรือรถข้างเคียงข้าง เฉพาะที่นั่งคนขับและเบาะนั่งสําหรับเด็ก เบรกหน้าและหลัง,ยาว 195 ซม. กว้าง 55 ซม. รถสามล้อ ไม่มีรถข้างเตียงอุปกรณ์ขึ้นเครื่องประกอบด้วยที่นั่งคนขับและเบาะนั่งด้านหลัง,ยาว 185 ซม. กว้าง 55 ซม. ล้อโอลิมปิก ไม่มีรถข้าง ที่นั่งคนขับเท่านั้น,2,มีเพียงหมายเลข 2 เท่านั้นที่ตรงตามเงื่อนไขต่างๆ เช่น ความยาว ความกว้าง จํานวนล้อ (ไม่เกิน 4 ล้อ) อุปกรณ์ขี่ (ยกเว้นเบาะนั่งสําหรับทารก) และระบบเบรก,ระเบียบการบังคับใช้พระราชบัญญัติจราจรทางบก ข้อบังคับการบังคับใช้พระราชบัญญัติจราจรทางบกมาตรา 9-2-2
บทลงโทษและความรับผิดชอบ,ระดับเริ่มต้น,คําอธิบายที่เหมาะสมที่สุดเกี่ยวกับความรับผิดชอบของผู้ปกครองเกี่ยวกับการสวมหมวกกันน็อคเมื่อเด็กหรือทารกขี่จักรยานคืออะไร?,โรงเรียนไม่ใช่ผู้ปกครองเป็นผู้รับผิดชอบ,ผู้ปกครองมีหน้าที่ต้องพยายามเพื่อให้แน่ใจว่าเด็กและผู้อื่นสวมหมวกกันน็อคสําหรับขี่ม้า,ผู้ปกครองต้องสวมหมวกกันน็อคเสมอ และการละเมิดจะส่งผลให้ถูกลงโทษทันที,จะสวมใส่หรือไม่นั้นขึ้นอยู่กับคุณทั้งหมด และไม่มีสถานะทางกฎหมาย,2,"ตามมาตรา 63-11 ของพระราชบัญญัติจราจรทางบก ถือเป็น ""หน้าที่ที่ต้องใช้ความพยายาม"" สําหรับผู้ปกครอง",ระเบียบการบังคับใช้พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 63-11
ความแตกต่างในกฎระเบียบเกี่ยวกับหมวกกันน็อค,ซูพีเรียร์,คําอธิบายใดที่เหมาะสมที่สุดเกี่ยวกับกฎระเบียบเกี่ยวกับหมวกกันน็อค?,จักรยานต้องมีหมวกกันน็อคเต็มรูปแบบไม่จําเป็นต้องใช้จักรยานยนต์ขนาดเล็กบางรุ่น,ยานพาหนะที่มีลักษณะคล้ายกับจักรยานล้วนมีข้อบังคับเกี่ยวกับหมวกกันน็อคเหมือนกัน,จักรยานจักรยานยนต์ขนาดเล็กที่ระบุและจักรยานยนต์ทั่วไปมีการจําแนกประเภททางกฎหมายที่แตกต่างกันและข้อบังคับเกี่ยวกับหมวกกันน็อคก็ไม่เหมือนกัน,แม้จะใช้จักรยานยนต์ แต่ถ้าคุณมีคันเหยียบ คุณก็ไม่จําเป็นต้องสวมหมวกกันน็อค,3,จักรยาน จักรยานขนาดเล็กที่ระบุ และจักรยานยนต์ทั่วไปมีการจําแนกประเภททางกฎหมายที่แตกต่างกัน และแม้ว่าจะดูคล้ายกัน แต่ก็ผิดที่จะพิจารณากฎระเบียบเกี่ยวกับหมวกกันน็อคอย่างสม่ําเสมอ,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ วัสดุของสํานักงานตํารวจแห่งชาติ: ความแตกต่างระหว่างจักรยานและจักรยานยนต์ขนาดเล็กที่ระบุ
นโยบายการบังคับใช้,ซูพีเรียร์,"เกี่ยวกับกรณีที่ ""ฉันใช้การจราจรบนทางเท้า"" คําอธิบายใดที่สอดคล้องกับคําถามที่พบบ่อยของสํานักงานตํารวจแห่งชาติ",โดยหลักการแล้วพวกเขาอยู่ภายใต้คําเตือนคําแนะนํา,ไม่ละเมิด,มันจะเป็นตั๋วสีแดงแน่นอน,โดยหลักการแล้วมันเป็นตั๋วสีน้ําเงินทันที,1,ตามคําถามที่พบบ่อยของสํานักงานตํารวจแห่งชาติ โดยหลักการแล้วการเดินบนทางเท้าก็ต้องได้รับคําเตือนจากคําแนะนํา,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ ตัวอย่างคําเตือนคําแนะนําคําถามที่พบบ่อยของเว็บไซต์พอร์ทัลจักรยาน
การกระทําที่เป็นอันตราย,ระดับเริ่มต้น,บนถนนที่มีป้ายจราจรและข้อบังคับที่คล้ายคลึงกันอนุญาตให้ขี่จักรยานธรรมดาแบบขนาน,สูงสุด 2 คัน,ไม่มีข้อจํากัด,มากถึง 3 คัน,รถคันเดียว,1,ตามมาตรา 63-5 แม้ว่าจะอนุญาตให้ขี่ขนานบนป้ายหรือวิธีการอื่น ๆ ได้ แต่จักรยานธรรมดาเพียงสองคันเท่านั้นที่สามารถวิ่งขนานกันได้,พระราชบัญญัติจราจรทางบก มาตรา 63-5 บทบัญญัติพิเศษเมื่ออนุญาตให้ขี่จักรยานธรรมดาแบบขนาน
ที่จอดรถ,ซูพีเรียร์,ข้อความใดต่อไปนี้เกี่ยวกับการจอดจักรยานและการหยุดที่ถูกต้อง,หากคุณมีจักรยาน คุณสามารถจอดรถใกล้ทางม้าลายได้อย่างอิสระ,แม้แต่ยานพาหนะขนาดเล็ก รวมถึงจักรยาน ก็มีการละเมิดการจอดรถและการละเมิดการจอดรถที่ถูกทิ้งร้าง,ที่จอดรถฟรีบนทางเท้าเสมอ,ไม่มีแนวคิดในการจอดรถหรือหยุดการละเมิดจักรยาน,2,รายชื่อการละเมิดของสํานักงานตํารวจแห่งชาติยังระบุประเภทของการละเมิดการจอดรถและการละเมิดการจอดรถที่ถูกทิ้งร้างสําหรับยานพาหนะขนาดเล็ก,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ รายการละเมิดของสํานักงานตํารวจแห่งชาติ: การละเมิดที่จอดรถร้าง / การละเมิดที่จอดรถ
การกระทําที่เป็นอันตราย,ซูพีเรียร์,ข้อใดต่อไปนี้เป็นแนวทางที่เหมาะสมภายใต้พระราชบัญญัติจราจรทางบกเมื่อขี่จักรยานกับคนหลายคน,หากคุณเป็นกลุ่ม คุณจะไม่อยู่ภายใต้ข้อจํากัดด้านการจราจร,คุณสามารถเดินขนานกับยานพาหนะจํานวนเท่าใดก็ได้โดยไม่มีป้าย,โดยหลักการแล้ว ห้ามขับรถขนาน และแม้ว่าจะได้รับอนุญาตจากป้าย แต่ก็อนุญาตให้ใช้ยานพาหนะได้สูงสุดสองคัน,เฉพาะรถยนต์เท่านั้นที่ต้องถูกห้ามขับขี่คู่ขนาน,3,โดยทั่วไปแล้วจักรยานที่เดินทางขนานกันเป็นสิ่งต้องห้าม และแม้ว่าจะได้รับอนุญาตเป็นพิเศษจากป้าย แต่ก็อนุญาตให้ใช้จักรยานได้สูงสุดสองคัน,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบกมาตรา 19 และ 63-5
กฎพื้นฐาน,ซูพีเรียร์,เมื่อจักรยานพยายามข้ามถนน วิธีใดที่ถูกต้องในการแซงใกล้เขตทางข้ามจักรยาน?,ใกล้เลนทางม้าลายจักรยาน คุณต้องข้ามถนนโดยใช้ทางม้าลายจักรยานนั้น,คุณต้องข้ามทางม้าลายขณะขี่จักรยาน,แม้ว่าจะมีโซนจักรยานข้าม คุณก็สามารถข้ามได้ทุกที่ที่คุณต้องการ,เมื่อข้ามคุณต้องลงจากจักรยานและเข็นขณะเดินเสมอ,1,ตามมาตรา 63-6 ของพระราชบัญญัติจราจรทางบกเมื่อจักรยานข้ามถนนต้องใช้เลนทางม้าลายจักรยานใกล้สถานที่,กฎห้าข้อสําหรับการใช้จักรยานอย่างปลอดภัย | สํานักงานตํารวจแห่งชาติ พระราชบัญญัติจราจรทางบก มาตรา 63-6
การทํางานของร่ม,ซูพีเรียร์,วิธีใดที่เหมาะสมที่สุดในการจัดการกับการใช้งานร่ม?,เครื่องแบบทั่วประเทศและถูกกฎหมายเสมอ,ในหลายภูมิภาคถือได้ว่าเป็นการละเมิดกฎระเบียบของคณะกรรมการความปลอดภัยสาธารณะดังนั้นจึงควรหลีกเลี่ยงโดยทั่วไป,การขับรถด้วยมือเดียวไม่เกี่ยวข้องกับภาระผูกพันในการขับขี่อย่างปลอดภัย,ถูกกฎหมายโดยอัตโนมัติในวันที่ฝนตก,2,"การขี่ร่มถือได้ว่าเป็นการละเมิดกฎระเบียบของคณะกรรมการความปลอดภัยสาธารณะในหลายภูมิภาค และอาจถือเป็นการละเมิดข้อผูกพันในการขับขี่อย่างปลอดภัยเนื่องจากความแตกต่างในภูมิภาค จึงปลอดภัยกว่าที่จะจัดแบบทดสอบด้วย ""โดยทั่วไปควรหลีกเลี่ยง""",เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ ข้อบังคับคณะกรรมการความปลอดภัยสาธารณะจังหวัด / พระราชบัญญัติจราจรทางบกมาตรา 70: การขับขี่ร่ม
การกระทําที่เป็นอันตราย,ซูพีเรียร์,ข้อความใดต่อไปนี้ที่เหมาะสมเกี่ยวกับการเปลี่ยนแปลงเส้นทางจักรยานภายใต้มาตรา 26-2 ของพระราชบัญญัติจราจรทางบก,หากความเร็วหรือทิศทางของรถข้างหลังไม่ได้รับผลกระทบ ก็อนุญาตให้เปลี่ยนเลนกะทันหันได้เช่นกัน,ข้อบังคับเกี่ยวกับการเปลี่ยนเลนไม่มีผลบังคับใช้กับจักรยาน,หากมีความเสี่ยงที่รถข้างหลังจะเปลี่ยนความเร็วหรือทิศทางกะทันหัน จะต้องไม่เปลี่ยนเลน,คุณมีอิสระที่จะเปลี่ยนเส้นทางอาชีพได้ตลอดเวลา,3,มาตรา 26-2 ของพระราชบัญญัติจราจรทางบกห้ามมิให้ยานพาหนะเปลี่ยนเลนโดยพลการ และหากมีความเสี่ยงที่จะทําให้รถที่อยู่ข้างหลังเปลี่ยนความเร็วหรือทิศทางกะทันหัน ห้ามเปลี่ยนเลน ซึ่งใช้กับจักรยานด้วย,กฎห้าข้อสําหรับการใช้จักรยานอย่างปลอดภัย | สํานักงานตํารวจแห่งชาติ พระราชบัญญัติจราจรทางบก มาตรา 26-2
กฎพื้นฐาน,ซูพีเรียร์,บนถนนที่มีช่องทางเดินรถ ตําแหน่งใดเหมาะสมที่สุดสําหรับจักรยานที่จะผ่าน?,ผ่านเลนรถขวาสุด,คุณสามารถเลือกเลนใดก็ได้โดยไม่คํานึงถึงเลนของรถ,ยานพาหนะต้องผ่านเลนซ้ายแล้วเลนซ้ายของเลนนั้น,คุณสามารถเคลื่อนย้ายระหว่างทางเท้าและถนนได้อย่างอิสระ,3,แม้ว่าจะมีเลนยานพาหนะ แต่โดยทั่วไปแล้วจักรยานจะใช้เลนซ้าย และตามกฎแล้วจักรยานจะเดินทางผ่านส่วนซ้ายของเลนนั้น,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 20
จักรยานยนต์ขนาดเล็กที่ระบุ,ซูพีเรียร์,ข้อใดต่อไปนี้ถูกต้องเกี่ยวกับจักรยานขนาดเล็กที่ระบุ,ต้องมีป้ายทะเบียนและการลงทะเบียนประกันภัยความรับผิดทางรถยนต์ภาคบังคับ,ทุ่มเทให้กับการขับขี่บนทางเท้า ไม่ต้องทําประกัน,ไม่ต้องใช้ป้ายทะเบียนเหมือนจักรยาน,คุณสามารถเคลื่อนย้ายระหว่างทางเท้าและถนนได้อย่างอิสระ,1,จักรยานขนาดเล็กที่ระบุไม่ใช่จักรยาน แต่เป็นจักรยานยนต์ประเภทหนึ่ง และต้องมีป้ายทะเบียนและประกันภัยความรับผิดทางรถยนต์ภาคบังคับ,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ สํานักงานตํารวจแห่งชาติ: กฎจราจรสําหรับจักรยานขนาดเล็กที่ระบุ ป้ายทะเบียน ฯลฯ
กฎพื้นฐาน,ซูพีเรียร์,ข้อใดต่อไปนี้เป็นวิธีคิดเกี่ยวกับสัญญาณที่เกี่ยวข้องกับการเปลี่ยนเส้นทางจักรยานหรือเลี้ยวขวาหรือซ้ายที่สอดคล้องกับเจตนารมณ์ของมาตรา 53 แห่งพระราชบัญญัติจราจรทางบก,หากมีผลกระทบต่อการจราจรโดยรอบ ให้ส่งสัญญาณล่วงหน้าและเผื่อเวลาให้เพียงพอในการเปลี่ยนเลนหรือเลี้ยวขวาหรือซ้าย,ต้องไม่ให้สัญญาณบนทางเท้า,ไม่จําเป็นต้องใช้จักรยานในการส่งสัญญาณ,หากคุณเพิ่มความเร็วและเลี้ยวหักศอก ไม่จําเป็นต้องมีสัญญาณ,1,สัญญาณเป็นวิธีการสื่อสารที่สําคัญเพื่อป้องกันไม่ให้การจราจรอื่น ๆ เป็นอันตรายต่อยานพาหนะเมื่อเปลี่ยนเลนหรือเลี้ยวขวาหรือซ้าย,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 53
เมาแล้วขับ,ซูพีเรียร์,เกณฑ์ใดต่อไปนี้ที่ถูกต้องสําหรับการสัมผัสแอลกอฮอล์ตามที่อธิบายไว้ในเอกสาร,ลมหายใจ 0.05 มก. / ลิตรหรือเลือด 0.1 มก. / มล,ลมหายใจ 0.15 มก. / ลิตรหรือเลือด 0.3 มก. / มล,ลมหายใจ 0.3 มก. / ลิตรหรือเลือด 0.15 มก. / มล,ไม่มีมาตรฐานเชิงตัวเลขที่ชัดเจน,2,ข้อมูลระบุว่าเกณฑ์ของความมึนเมาของแอลกอฮอล์คือ 0.15 มก./ลิตรในลมหายใจ หรือ 0.3 มก./มล. ในเลือด,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ กฎจักรยาน: มาตรฐานการสัมผัสแอลกอฮอล์
การกระทําที่เป็นอันตราย,ซูพีเรียร์,เมื่ออนุญาตให้ทารกขี่จักรยาน ข้อใดต่อไปนี้สอดคล้องกับเจตนารมณ์ของพระราชบัญญัติจราจรทางบกและมาตรฐานที่เกี่ยวข้องมากที่สุด,ตามกฎหมายไม่มีข้อจํากัดเกี่ยวกับโดโจสําหรับเด็กเล็ก,แม้ว่าคุณจะวางไว้บนเตียงบรรทุกสินค้า แต่ก็ใช้ได้สําหรับระยะทางสั้น ๆ,ผู้ใหญ่สามารถนําจักรยานไปได้ทุกคัน,อนุญาตให้ผู้โดยสารขี่ในลักษณะที่ตรงตามมาตรฐาน เช่น เมื่อมีที่นั่งสําหรับเด็กบนจักรยาน,4,การใช้อุปกรณ์ที่ได้มาตรฐาน เช่น จักรยานสําหรับทารกหรือเบาะนั่งสําหรับเด็ก เป็นข้อกําหนดเบื้องต้นพื้นฐานในการรับรองความปลอดภัย,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบกมาตรา 57 และ 63-11
การกระทําที่เป็นอันตราย,ซูพีเรียร์,ข้อใดต่อไปนี้ใกล้เคียงกับเกณฑ์ที่กําหนดไว้สําหรับความบกพร่องทางการได้ยินมากที่สุด,การได้ยิน 60db ที่ระยะ 5 เมตร,สามารถได้ยินเสียงเตือน 90dB ในระยะ 10 เมตร,การได้ยิน 40db ที่ระยะ 20 เมตร,ไม่มีมาตรฐานเฉพาะสําหรับระยะทางหรือความดัง,2,มาตรา 9-7-2 กําหนดว่าความบกพร่องทางการได้ยินต้องได้ยินเสียงปลุก 90dB ที่ระยะ 10 เมตร,ระเบียบการบังคับใช้พระราชบัญญัติจราจรทางบก ข้อบังคับการบังคับใช้พระราชบัญญัติจราจรทางบก มาตรา 9-7-2
กฎพื้นฐาน,ซูพีเรียร์,ที่สี่แยกที่มีสัญญาณไฟจราจรสําหรับคนเดินเท้า/จักรยานเท่านั้นและเลนทางม้าลายสําหรับจักรยาน ข้อใดต่อไปนี้เป็นสัญญาณที่ถูกต้องที่จักรยานควรปฏิบัติตามเมื่อข้าม,สัญญาณไฟจราจรสําหรับคนเดินเท้าและจักรยาน,สัญญาณรถเท่านั้น,ไม่มีกฎเกณฑ์เฉพาะ,สัญญาณคนเดินเท้าเท่านั้น,1,ตามมาตรา 7 ของพระราชบัญญัติจราจรทางบกและมาตรา 2 ของคําสั่งบังคับใช้จําเป็นต้องปฏิบัติตามการแสดงสัญญาณไฟจราจรนอกจังหวัด,ระเบียบการบังคับใช้พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 7 ระเบียบบังคับใช้พระราชบัญญัติจราจรทางบก มาตรา 2
กฎพื้นฐาน,ซูพีเรียร์,ข้อใดต่อไปนี้เป็นตําแหน่งทางเดินที่เหมาะสมที่สุดภายใต้พระราชบัญญัติจราจรทางบกเมื่อจักรยานวิ่งบนทางเท้า,ใกล้ขอบด้านรองเท้าก่อสร้าง,เซ็นทรัลไซด์วอล์ค,ไม่มีกฎเกณฑ์เฉพาะ,ไม่มีข้อบังคับเฉพาะ,3,เมื่อใช้ทางเท้า โดยทั่วไปแล้วคนเดินเท้าจะต้องใช้ส่วนที่ใกล้กับถนนมากขึ้นเพื่อความปลอดภัย,ระเบียบการบังคับใช้พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 63-4
